Text,Accident Cause
নেত্রকোনার পূর্বধলায় গলায় ফাঁস দিয়ে আত্মহত্যা করেছেন সোহেল মিয়া (৩০) নামের এক দিনমজুর। শনিবার সন্ধ্যায় (৫ সেপ্টেম্বর) এ ঘটনা ঘটে। ,INTENTIONAL
নাটোরের বাগাতিপাড়ায় তিনটি হত্যা মামলার এক আসামির মৃত্যু হয়েছে। থানা হাজতে গলায় ফাঁস দিয়ে তিনি আত্মহত্যা করেছেন বলে জানিয়েছে বাগাতিপাড়া মডেল থানা পুলিশ। মঙ্গলবার দুপুরের দিকে এ ঘটনা ঘটে। ,INTENTIONAL
সিরাজগঞ্জের বেলকুচি পৌর এলাকায় আফরোজা খাতুন (১০) নামে এক শিশু আত্মহত্যা করেছে। শুক্রবার বিকেলে গলায় ফাঁস নিয়ে নিজ বাড়িতে সে আত্মহত্যা করে।,INTENTIONAL
রাজধানীর তেজগাঁওয়ে ভবনের ছাদ থেকে লাফিয়ে পড়ে আত্মহত্যা করেছে হলি ক্রস বালিকা উচ্চ বিদ্যালয়ের নবম শ্রেণির শিক্ষার্থী পারপিতা ফাইহা (১৪)। ক্লাসের দিবা শাখার ‘সি’ শাখায় তার রোল ১।,INTENTIONAL
বরিশালের উজিরপুরে ঢাকা বিশ্ববিদ্যালয়ের শিক্ষা ও গবেষণা ইনস্টিটিউটের(আইইআর) ২য় বর্ষের মেধাবী ছাত্র ইমাম হোসেন (২০) সুইসাইড নোটে লিখে আত্মহত্যার পথ বেছে নিয়েছেন।,INTENTIONAL
"করোনার এই সময়ে সরকারি, বেসরকারি বিশ্ববিদ্যালয় ও মেডিক্যাল কলেজের ৫০ জন শিক্ষার্থী আত্মহননের পথ বেছে নিয়েছেন।",INTENTIONAL
"চলতি বছর জানুয়ারি থেকে আগস্ট পর্যন্ত আট মাসে ৩৬৪ জন শিক্ষার্থী আত্মহত্যা করেছে। এর মধ্যে ১৯৪ জনই স্কুলগামী। ১৩ থেকে ২০ বছর বয়সীদের মধ্যে আত্মহত্যার প্রবণতা সবচেয়ে বেশি, যা মোট আত্মহত্যার ৭৮.৬ শতাংশ।",INTENTIONAL
মোটরসাইকেল কিনে না দেওয়ায় রাজধানীর সবুজবাগে পরিবারের সাথে অভিমান করে মো. মোরসালিন নামে দশম শ্রেণির এক শিক্ষার্থীর আত্মহত্যা করেছে। সে মুগদা আইডিয়াল স্কুলের ২০২৩ সালের এসএসসি পরীক্ষার্থী ছিল।,INTENTIONAL
দিনাজপুরের নবাবগঞ্জে বে-সরকারি একটি হাসপাতালে চাকুরীরত রোকেয়া বেগম ডেইজি (২৭) নামের এক চিকিৎসক গলায় ফাঁস দিয়ে আত্মহত্যা করেছেন।,INTENTIONAL
টাঙ্গাইলের মধুপুরে প্রিতম কুমার সিংহ নামে ঢাকা বিশ্ববিদ্যালয়ের (ঢাবি) চারুকলা অনুষদের এক ছাত্র বিষপানে আত্মহত্যা করেছেন জানা গেছে। রোববার দিবাগত রাত ২টার দিকে মধুপুর পৌরসভার সাথী সিনেমা হল সড়কস্থ তার নিজ বাড়িতে এই ঘটনা ঘটে।,INTENTIONAL
নোয়াখালীর কোম্পানীগঞ্জ উপজেলায় ঋণের টাকা পরিশোধ করতে না পারায় কীটনাশক পানে মাইন উদ্দিন (৩৮) নামে এক ব্যবসায়ী ‘আত্মহত্যা’ করেছেন। মঙ্গলবার বিকেলে উপজেলার চরহাজারী ইউনিয়নের ৬নং ওয়ার্ডে শহীদ উল্যার নতুন বাড়িতে এ ঘটনা ঘটে।,INTENTIONAL
যুক্তরাষ্ট্রের রাজধানী ওয়াশিংটন ডিসিতে পার্লামেন্ট ভবন ক্যাপিটল হিলের কাছে মার্কিন সুুপ্রিম কোর্টের সামনে এক ব্যক্তি নিজের গায়ে আগুন ধরিয়ে আত্মহত্যা করেছেন। ,INTENTIONAL
গাজীপুরের কালিয়াকৈর উপজেলায় ফাঁসিতে ঝুলে স্বামী-স্ত্রী আত্মহত্যা করেছে। শুক্রবার রাতে উপজেলার আহম্মদ চৌরাস্তা এলাকার ভাড়া বাসায় আত্মহত্যা করেন তারা।,INTENTIONAL
"‘চেক নয়, আমার টাকা নগদ ফেরত দিতে হবে, না দিলে আমি এখনই বিষপান করবো।’ বিষের শিশি হাতে নিয়ে এ ঘোষণা দিলে ঘটনাস্থলে উপস্থিত সবাই ভেবেছিল, তিনি অভিনয় করছেন। তবে সেটি অভিনয় ছিল না, সত্যই সত্যই বিষপান করে আত্মহত্যা করলেন মহিউদ্দিন মহি (৩৫) নামে এক যুবক।",INTENTIONAL
সাবেক মিস ইউএসএ চেলসি ক্রিস্ট মারা গেছেন। রোববার ম্যানহাটনের একটি ভবন থেকে লাফিয়ে পড়ে তিনি আত্মহত্যা করেন বলে তার পরিবার এবং নিউইয়র্ক সিটি পুলিশ বিভাগ জানিয়েছে। তার বয়স হয়েছিল ৩০ বছর। ২০১৯ সালে তিনি মিস ইউএসএ মুকুট জেতেন। ,INTENTIONAL
যশোর শিশু উন্নয়ন কেন্দ্রে বন্দি এক কিশোর আত্মহত্যা করেছে বলে জানিয়েছেন উন্নয়ন কেন্দ্রের সহকারী পরিচালক মঞ্জুরুল হাসান।,INTENTIONAL
﻿﻿﻿জমিতে সেচের পানি না পেয়ে বিষপান করা রাজশাহীর গোদাগাড়ী উপজেলার দুই কৃষকের মৃত্যুর ঘটনায় তদন্ত কমিটি গঠন করেছে কৃষি মন্ত্রণালয়। চার সদস্যবিশিষ্ট এই তদন্ত কমিটিকে আগামী সাত কর্মদিবসের মধ্যে দু’জন কৃষকের মৃত্যুর কারণ ও সময়মতো সেচের পানি না পাওয়ার কারণ উদঘাটন করে তদন্ত প্রতিবেদন দিতে বলা হয়েছে।,NON-ACCIDENTAL
সরকারবিরোধী এক বিক্ষোভকারীকে গুলি করে হত্যা করে আহত্মহত্যা করেছেন শ্রীলঙ্কান এমপি অমরাকীর্থি আথুকোরালা,INTENTIONAL
ঢাকার দোহার উপজেলার দক্ষিণ ইউসুফপুর এলাকায় ফেসবুকে স্ট্যাটাস দিয়ে রোমান (১৯) নামের এক যুবক গলায় ফাঁস দিয়ে ‘আত্মহত্যা’ করেছেন দাবি করছে পরিবার।,INTENTIONAL
প্রেমিকাকে ভিডিওকলে রেখে আত্মহত্যা করেছেন অভিমানী এক কলেজশিক্ষার্থী। তাঁর নাম ফজলে রাব্বি সোলাইমান। মঙ্গলবার রাত আড়াইটার দিকে চুয়াডাঙ্গা শহরের চক্ষু হাসপাতালপাড়ায় ভাড়া বাসায় গলায় ফাঁস দিয়ে তিনি আত্মহত্যা করেন।,INTENTIONAL
পরীক্ষার ফিসহ পাওনাদি পরিশোধের জন্য কলেজ কর্তৃপক্ষ অপমান করায় পূজা রানী (১৮) নামে এক ছাত্রী আত্মহত্যা করেছে বলে জানা গেছে।,INTENTIONAL
খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ে টেক্সটাইল দ্বিতীয় বর্ষের শিক্ষার্থী অন্তু রায় (২১) ‘আত্মহত্যা’ করেছেন। সোমবার দুপুরে খুলনার ডুমুরিয়া উপজেলার গুটুদিয়া গ্রামের নিজ বাড়িতে গলায় ফাঁস দিয়ে আত্মহত্যা করেন তিনি।,INTENTIONAL
চলমান এসএসসির বাংলা প্রথম পত্র পরীক্ষা খারাপ হওয়ায় খুলনায় মন্দিরা বৈরাগী (১৬) নামের এক এসএসসি পরীক্ষার্থী আত্মহত্যা করেছে বলে জানা গেছে। শনিবার রাতে নগরীর আড়ংঘাটা থানার রংপুর শাড়াতলা গ্রামে নিজ ঘরের আড়ায় ওড়না পেচিয়ে গলায় ফাঁস দিয়ে আত্মহত্যা করে সে।,INTENTIONAL
﻿শাহজালাল বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়ের (শাবি) মেকানিক্যাল ইঞ্জিনিয়ারিং বিভাগের সহকারী অধ্যাপক মোহাম্মদ মাহফুজুর রহমান আত্মহত্যা করেছেন। তিনি আমেরিকার ভার্জিনিয়া টেক ইউনিভার্সিটিতে পিএইচডি অধ্যয়নরত ছিলেন। শনিবার বাংলাদেশ সময় সকাল ১০টার দিকে তিনি আত্মহত্যা করেন।,INTENTIONAL
পিরোজপুরের ইন্দুরকানীতে বখাটেদের উৎপাতে শর্মিলা আকতার মীম নামে এক কলেজছাত্রীর ‘আত্মহত্যা’ করেছেন। এ ঘটনার একদিন পর কলেজছাত্রীর বাবা বাদী হয়ে অভিযুক্ত তানভীর ও তার বাবাসহ পাঁচজনের বিরুদ্ধে মামলা করেছেন।,INTENTIONAL
ঢাকা বিশ্ববিদ্যালয়ের (ঢাবি) নৃত্যকলা বিভাগের শিক্ষার্থী এলমা চৌধুরীকে হত্যা করা হয়নি। নির্যাতন সহ্য করতে না পেরে তিনি আত্মহত্যা করেছেন। প্রায় চার মাস তদন্তের পর ঢাকা মহানগর পুলিশের (ডিএমপি) গোয়েন্দা শাখা (ডিবি) এ সিদ্ধান্তে পৌঁছেছে।,INTENTIONAL
নিজের ফেসবুক ওয়ালে স্ট্যাটাস দিয়ে ‘আত্মহত্যা’ করেছেন রাজশাহী বিশ্ববিদ্যালয়ের (রাবি) সাবেক এক শিক্ষার্থী। শুক্রবার রাত সাড়ে তিনটার দিকে বাড়ির নিজ কক্ষে গলায় গামছা পেঁচিয়ে আত্মহত্যা করেন তিনি।,INTENTIONAL
"নিহত ফারজিনা পৌর শহরের কামারপট্টি এলাকার সমছের আলীর মেয়ে। চলতি বছর সানরাইজ এডুকেয়ার একাডেমী থেকে এসএসসি পরীক্ষায় অংশ নেয় সারজিনা আক্তার।জানা যায়, রোববার রাত ৮টার দিকে নিজের রুমের দরজা বন্ধ করে সিলিং ফ্যানের সাথে গলায় ওড়না পেচিয়ে আত্মহত্যা করে সারজিনা। ",INTENTIONAL
টাঙ্গাইলের মির্জাপুরে দৃষ্টিকটু ভিডিও ফেসবুকে ভাইরাল করায় সুইসাইড নোট লিখে তানিয়া আক্তার (১৮) নামের এক কলেজছাত্রী আত্মহত্যা করেছেন বলে জানা গেছে। তিনি উপজেলার ভাতগ্রাম ইউনিয়নের সিংজুড়ি গ্রামের হারুন মিয়ার মেয়ে এবং মির্জাপুর মহিলা ডিগ্রি কলেজের একাদশ শ্রেণির ছাত্রী ছিলেন।,INTENTIONAL
পিরোজপুরের স্বরূপকাঠিতে নিজের মতে বিয়ের দেড় মাসের মাথায় গলায় ফাঁস লাগিয়ে হালিমা (১৬) নামে এক গৃহবধূ আত্মহত্যা করেছেন বলে খবর পাওয়া গেছে। সোমবার রাতে উপজেলার কামারকাঠি গ্রামে এই ঘটনা ঘটেছে। ,INTENTIONAL
কলেজ শিক্ষক স্বামী অন্য নারীর প্রতি আসক্ত- এই অভিমানে একমাত্র সন্তান দেড় বছর বয়সী মেয়ে কথাকে শ্বাসরোধে হত্যার পর আত্মহত্যা করেছেন অন্তঃসত্ত্বা গৃহবধূ পিয়া মণ্ডল (২৩)। শনিবার সন্ধ্যায় যশোরের মনিরামপুর উপজেলার কুলটিয়া গ্রামে মর্মান্তিক এ ঘটনা ঘটে। ,INTENTIONAL
সিরাজগঞ্জের তাড়াশে প্রেমিকের সঙ্গে মনোমালিন্য ও বিয়ে করতে টালবাহানার জেরে দোলা খাতুল (১৮) নামের এক কলেজছাত্রী গলায় ফাঁস দিয়ে আত্মহত্যা করেছেন। বুধবার সকাল ১১টার দিকে তাড়াশ পৌর এলাকার উলিপুর মহল্লায় কলেজছাত্রীর নিজ বাড়িতে এ ঘটনা ঘটে।,INTENTIONAL
"ডাক ও টেলিযোগাযোগমন্ত্রী মোস্তাফা জব্বার ফেসবুক আত্মহত্যার একটি স্ট্যাটাস দিয়েছেন। চেকে বাংলায় ডিসেম্বর লেখায় কাউন্টার থেকে চেকটি ফেরত দেওয়ায় ক্ষুব্ধ হয়ে তিনি আত্মহত্যার পোস্ট দেন। তবে ব্যাংকটির নাম উল্লেখ করেননি মন্ত্রী।বৃহস্পতিবার বেলা ১১টা ৩৯ মিনিটে ফেসবুক স্ট্যাটাসে তিনি লেখেন, ‘মন চাইছে আত্মহত্যা করি।",NON-ACCIDENTAL
সামাজিক যোগাযোগ মাধ্যম ফেসুবকের লাইভে এসে খায়রুল বাশার রানা (৪৬) নামে এক আরব আমিরাত প্রবাসী আত্মহত্যা করেছেন। তার বাড়ি চট্টগ্রামের ফটিকছড়ি উপজেলার ধর্মপুর ইউনিয়নে। স্থানীয় নোয়া বাজার বাড়ির মৃত বদিউল আলমের ছেলে তিনি।,INTENTIONAL
রাজশাহী বিশ্ববিদ্যালয়ের (রাবি) সাদিয়া তাবাসসুম নামের এক শিক্ষার্থীর ঝুলন্ত মরদেহ উদ্ধার করা হয়েছে। মঙ্গলবার বিকেলে ময়মনসিংহের গৌরীপুর উপজেলার নিজ বাড়ি থেকে তার মরদেহ উদ্ধার করা হয়।,NON-ACCIDENTAL
জয়পুরহাটের ক্ষেতলাল উপজেলার বড়তারা উচ্চ বিদ্যালয়ের অষ্টম শ্রেণির শিক্ষার্থী শাম্মী আকতার মিলি আত্মহত্যা করেছে। বখাটের যৌন হয়রানির শিকার ওই শিক্ষার্থী অপমান সইতে না পেরে বৃহস্পতিবার গলায় ফাঁস দিয়ে আত্মহত্যা করেছে।,INTENTIONAL
জামালপুরের মেলান্দহে দু’টি চিঠি লিখে এক স্কুলছাত্রী আত্মহত্যা করেছে বলে জানা গেছে। বৃহস্পতিবার সন্ধ্যায় উপজেলার মেলান্দহ পৌরসভার শাহজাতপুর এলাকায় এ ঘটনা ঘটে। ,INTENTIONAL
বগুড়ার শিবগঞ্জে সোমবার রাতে বিবাহিত এক কলেজছাত্রী ও তার প্রেমিক আধা ঘণ্টার ব্যবধানে নিজ নিজ বাড়িতে গলায় ফাঁস দিয়ে আত্মহত্যা করেছেন বলে জানা গেছে। ,INTENTIONAL
যশোরের মনিরামপুর উপজেলায় ঈদে কেনাকাটার জন্য ১০ হাজার টাকা না দেওয়ায় মায়ের ওপর অভিমান করে শাহিন আলম (২২) নামে এক যুবক আত্মহত্যা করেছেন।সোমবার ভোরবেলা পৌর শহরের তাহেরপুর এলাকায় এ ঘটনা ঘটে। ,INTENTIONAL
ব্রাজিলের উত্তর-পূর্বে একটি আবাসিক ভবন ধসে ৯ জনের মৃত্যু হয়েছে। ধ্বংসস্তুপের ভিতর সবশেষ নিখোঁজ এক ব্যক্তির মরদেহ উদ্ধারের পরে এক কর্মকর্তা শনিবার এ কথা জানান।,COLLAPSE of OBJECT
কক্সবাজারের টেকনাফে পাহাড় ধসে একই পরিবারের পাঁচজন নিহত হয়েছেন। মঙ্গলবার দিবাগত রাত (২৮ জুলাই) দুইটার দিকে টেকনাফ উপজেলারর হ্নীলা ইউনিয়নের ভিলিজারপাড়ায় এ পাহাড় ধসের ঘটনা ঘটে।,COLLAPSE of OBJECT
ভারতের গুজরাটে মোরবি জেলার মচ্ছু নদীতে একটি ক্যাবল ব্রিজ ভেঙে পড়েছে। এই ঘটনায় এখন পর্যন্ত ৩২ জনের মৃত্যুর খবর পাওয়া গেছে। ,COLLAPSE of OBJECT
মালয়েশিয়ায় নির্মাণাধীন ভবনের লিফট ছিঁড়ে যশোরের শার্শা ও ঝিকর গাছা উপজেলার তিন যুবকের মর্মান্তিক মৃত্যু হয়েছে।,COLLAPSE of OBJECT
হেরপুরে কাজ করার সময় মাটি ধসে ভনো মণ্ডল (৫৫) নামের এক শ্রমিকের মৃত্যু ও চার শ্রমিক আহত হয়েছেন। আজ সোমবার দুপুর ১টার দিকে এ দুর্ঘটনা ঘটে।,COLLAPSE of OBJECT
কুমিল্লা বুড়িচংয়ে ৫০ বছরের পুরোনো কোল্ডস্টোরেজের ভবন ধসে পড়েছে। আর এ ঘটনায় ৭টি গরুর মৃত্যু হয়েছে এবং ৭১টি গরুকে উদ্ধার করা হয়েছে।,COLLAPSE of OBJECT
রাঙ্গামাটিতে পাহাড় ধসে উদ্ধার কার্যক্রম চালানোর সময় চার সেনা সদস্যের মৃত্যুর খবর নিশ্চিত করেছে সেনাবাহিনী।,COLLAPSE of OBJECT
২০০৬ সালেরই ডিসেম্বর মাসে বিহারে ১৫০ বছরের পুরনো একটি সেতু ভেঙে পড়ে। সেই দুর্ঘটনায় মারা যান ৩৪ জন।,COLLAPSE of OBJECT
২০০৬ সালের অগস্ট মাসে তুমুল বৃষ্টিতে পাকিস্তানের মর্দানে সেতু ভেঙে পড়ে। পেশওয়ার থেকে ৫০ কিলোমিটার দূরত্বের সেই সেতুটি ভেঙে মারা যান ৪০ জন।,COLLAPSE of OBJECT
যুক্তরাষ্ট্রের নিউইয়র্ক সিটির একটি লেকের পানিতে ডুবে শ্যালক-ভগ্নিপতির মৃত্যু হয়েছে। রোববার নিউইয়র্কের টাউন অব বেথেলের হোয়াইট লেকে এ দুর্ঘটনা ঘটে। ,DROWN
বরিশালের আগৈলঝাড়ায় পানিতে ডুবে দুই শিশুর মৃত্যু হয়েছে।  বুধবার (০১ জুন) সকালে তাদের মৃত্যু হয়।,DROWN
চাঁদপুরের হাজীগঞ্জে পৃথক স্থানে পুকুরের পানিতে ডুবে সাইদুল হোসেন ও আতিয়া ইসলাম নামের দুই শিশু পুকুরের পানিতে ডুবে মারা গেছে। মঙ্গলবার (৯ আগস্ট) সকালে হাজীগঞ্জ পৌরসভাধীন টোরাগড় ও গন্ধর্ব্যপুর দক্ষিণ ইউনিয়নের পাঁচুই গ্রামে এ ঘটনা ঘটে।,DROWN
নাটোরের লালপুরে পুকুরের পানিতে ডুবে আলিফ (৪) ও শান্ত (৩) নামে দুই শিশুর মৃত্যু হয়েছে। বুধবার (১৭ আগস্ট) বিকেলে উপজেলার আড়বাব ইউনিয়নের কৃষ্ণরামপুর গ্রামে এ ঘটনা ঘটে।,DROWN
ঝিনাইদহে পুকুরে ডুবে দুই বোনের মৃত্যু। প্রতিবেশীর পুকুরে গোসল করতে গিয়ে আপন দুই চাচাতো বোনের করুণ মৃত্যু হয়েছে। সোমবার বিকেল সাড়ে ৩টার দিকে ঝিনাইদহের শৈলকুপার হাকিমপুর ইউনিয়নের পূর্ব মাদলা গ্রামে ঘটনাটি ঘটে।,DROWN
"কুড়িগ্রামের চিলমারীতে পুকুরের পানিতে ডুবে রিয়াদ হোসেন নামে তিন বছরের এক শিশুর মৃত্যু হয়েছে। ঘটনাটি ঘটেছে, বৃহস্পতিবার বিকালে উপজেলার রাজারভিটা এলাকায়৷",DROWN
পটুয়াখালীর দশমিনায় পুকুরের পানিতে ডুবে কামিয়াব হোসেন (৪) নামের এক শিশুর মৃত্যু হয়েছে।,DROWN
জেলার গাবতলীতে পানিতে ডুবে জমজ দুই ভাই হাসান (৬) এবং হোসাইন (৬) মারা গেছে। মঙ্গলবার (১৪ জুন) উপজেলার দূর্গাহাটা ইউনিয়নের বাইগুনী দক্ষিণপাড়া গ্রামে বিকেল সাড়ে ৫টায় এ ঘটনা ঘটে।,DROWN
রাজধানীর কদমতলীর তুষারধারা এলাকায় গর্তে জমে থাকা বৃষ্টির পানিতে ডুবে নুসরাত আক্তার (৩) নামে এক শিশুর মৃত্যু হয়েছে। রোববার বিকেল ৩টার দিকে এ ঘটনা ঘটে।,DROWN
লক্ষ্মীপুরে পুকুরের পানিতে ডুবে ইয়াসিন আরাফাত ও পিয়াম নামে ৫ বছর বয়সী দুই শিশুর মৃত্যু হয়েছে।,DROWN
সিরাজগঞ্জে বজ্রপাতে ৮ কৃষকের মৃত্যু। এ সময় আহত হয়েছেন আরো অন্তত ৮ জন। ,NATURAL DISASTER
হবিগঞ্জের বানিয়াচংয়ে বজ্রপাতে পৃথক স্থানে দুই শিক্ষার্থীসহ তিনজনের মৃত্যু হয়েছে। এ ঘটনায় আহত হয়েছেন আরও দুজন।,NATURAL DISASTER
"বজ্রপাতের আঘাতে দেশের পাঁচ জেলায় ১১ জনের মৃত্যু হয়েছে। এর মধ্যে ফরিদপুরে চারজন, বগুড়ায় তিনজন, জামালপুরে দুইজন, সিরাজগঞ্জে একজন এবং মানিকগঞ্জে একজন।",NATURAL DISASTER
শেরপুরের নকলায় আলদা স্থা‌নে বজ্রপা‌তে দুইজন নিহত হ‌য়ে‌ছেন। ,NATURAL DISASTER
১১ জেলায় বজ্রপাতে প্রাণ গেল ১৯ জনের।শুক্রবার (১৭ জুন) সকাল থেকে বিকেলের মধ্যে বজ্রপাতে দেশের ১১টি জেলায় অন্তত ১৯ জনের মৃত্যুর খবর পাওয়া গেছে। এছাড়া আহত হয়েছেন আরও বেশ কয়েকজন।,NATURAL DISASTER
রাজধানীর মিরপুর ১১ নম্বর সড়কে নির্মাণাধীন মেট্রোরেল প্রকল্পের ইট ওপর থেকে পড়ে এক ব্যক্তি মারা গেছেন। আজ সোমবার বেলা ১১টার দিকে এ দুর্ঘটনা ঘটে।,STRUCK by FALLING OBJECT
"মুন্সীগঞ্জে গাছ ভেঙ্গে বসতঘর বিধ্বস্ত, মা-মেয়ের মৃত্যু।",STRUCK by FALLING OBJECT
ঘরের উপর গাছ ভেঙ্গে পড়ে ১ জনের মৃত্যু,STRUCK by FALLING OBJECT
কি‌শোরগ‌ঞ্জে কালবৈশাখী ঝ‌ড়ে গাছ চাপা প‌ড়ে হা‌ফেজ সাফা‌য়েতুল্লাহ না‌মে এক মাদরাসা ছাত্র নিহত হ‌য়ে‌ছেন।,STRUCK by FALLING OBJECT
"ভালুকায় বৃহস্পতিবার রাত সাড়ে নয়টায় উপজেলার মল্লিকবাড়ী বাজারে মরা আম গাছ ভেঙ্গে মাথায় পড়ে নাসির উদ্দীন (৩৩), শহিদ মিয়া (৩৫) নামের ২ ব্যক্তি মারা গেছেন।",STRUCK by FALLING OBJECT
চট্টগ্রামের ফটিকছড়ি উপজেলার কাঞ্চননগর ইউনিয়নে কালবৈশাখী ঝড়ে গাছের ডাল ভেঙ্গে পড়ে এক গৃহবধুর মৃত্যু হয়েছে। নিহত গৃহবধূর নাম রিনা আক্তার (৪০)।,STRUCK by FALLING OBJECT
ঘূর্ণিঝড় সিত্রাংয়ের প্রভাবে কুমিল্লার নাঙ্গলকোটে ঘরের উপর গাছ পড়ে একই পরিবারের ৩ জনের মৃত্যু হয়েছে।,STRUCK by FALLING OBJECT
মুন্সিগঞ্জের লৌহজং উপজেলার কনকসার গ্রামে ঘূর্নিঝড় সিত্রাং এর প্রভাবে প্রবল বাতাসে গাছ ভেঙ্গে পড়ে বসতঘরের নীচে চাঁপা পড়ে মা ও মেয়ের মৃত্যু হয়েছে।,STRUCK by FALLING OBJECT
কুমিল্লার ঘরের উপর গাছ পড়ে একই পরিবারের ৩ জনের মৃত্যু,STRUCK by FALLING OBJECT
মতলব উত্তরে ঝড়ে গাছ চাপায় একজনের মৃত্যু,STRUCK by FALLING OBJECT
গোপালগঞ্জের কোটালীপাড়ায় পারিবারিক কলহের কারণে অতিষ্ট হয়ে গুরুদাস দত্ত (৫১) নামের এক  কৃষক গলায় ফাঁস দিয়ে আত্মহত্যা করেছে। বৃহস্পতিবার (২৯ সেপ্টেম্বর) উপজেলার  পিড়ার বাড়ী গ্রামে এঘটনা ঘটে। ,INTENTIONAL
ঝালকাঠির নলছিটিতে গলায় ফাঁস দিয়ে সুমন  (৩৫) নামে এক যুবক আত্মহত্যা করেছেন। শনিবার (২৪ সেপ্টেম্বর) দুপুরে পৌরসভার ৫নং ওয়ার্ডের গোরস্থান রোডে এ ঘটনা ঘটে। নিহত সুমন পূর্ব মালিপুর এলাকার আয়নাল আলীর ছেলে।,INTENTIONAL
মানিকগঞ্জের হরিরামপুরে গলায় ফাঁস দিয়ে মিজানুর রহমান (৩০) নামে এক যুবক আত্মহত্যা করেছেন। বৃহস্পতিবার (২২ সেপ্টেম্বর) দিবাগত রাত আনুমানিক সাড়ে ৩টার দিকে উপজেলার গোপীনাথপুর ইউনিয়নের গোপীনাথপুর মধ্যপাড়া গ্রামে এ দুর্ঘটনা ঘটে। ,INTENTIONAL
ঈশ্বরদীতে আশঙ্কাজনক ভাবে বেড়েছে আত্মহত্যার ঘটনা। গত তিন দিনে চারজনের আত্মহত্যার ঘটনা ঘটেছে। গত শনিবার রাত আটটা থেকে ছয়টা পর্যন্ত তিন গৃহবধূর আত্মহত্যার ঘটনা ঘটে। সোমবার রাতে শেফা খাতুন (১৭) নামের এক এসএসসি পরীক্ষার্থীর ঝুলন্ত মরদেহ উদ্ধার করা হয়েছে। উপজেলার সলিমপুর ইউনিয়নের ভাড়ইমারী উত্তরপাড়া এলাকার একটি বাড়ি থেকে এই মরদেহ উদ্ধার করা হয়। ,INTENTIONAL
চাকরির ভাইভার পর রাজধানীর হাজারীবাগ থানার পশ্চিম ধানমন্ডি এলাকায় এক যুবক গলায় ফাঁস দিয়ে আত্মহত্যা করেছেন বলে অভিযোগ পাওয়া গেছে।,INTENTIONAL
বাগেরহাট সরকারি প্রফুল্ল চন্দ্র কলেজে সুব্রত তরফদার (২৬) নামের এক শিক্ষার্থী আত্মহত্যা করেছে। বৃহস্পতিবার (১৫ সেপ্টেম্বর) বিকেলে হিন্দু হোস্টেলের চতুর্থ তলার ৪০৮ নম্বর রুম থেকে ওই শিক্ষার্থীর ঝুলন্ত মরদেহ উদ্ধার করা হয়।,INTENTIONAL
বগুড়া শিবগঞ্জে মোবাইল ফোনে গেম খেলা নিয়ে ছোট ভাইয়ের উপর অভিমান করে শিশুম বড় ভাই  মেহেদী হাসান (১৩) গলায় ফাস দিয়ে আত্মহত্যা করেছে।,INTENTIONAL
"সিরাজগঞ্জে ভিয়েতনাম পদ্ধতিতে তৈরী হচ্ছে ভার্মি কম্পোস্ট সার। শুধু রিং স্ল্যাব বা চারিতে নয়, মাঠেই হচ্ছে ভার্মি কম্পোস্ট কেঁচো সার। কেঁচো চাষ করে অধিক লাভবান হচ্ছে কৃষক। সরকারি প্রশিক্ষণ নিয়ে অনেকেই শুরু করেছেন কেঁচো সারের খামার",NON-ACCIDENTAL
"জিম্বাবুয়েকে পাত্তা না দিয়ে সহজে ৭১ রানে ম্যাচ জিতে নিয়েছে ভারত। ফলে, গ্রুপ টুয়ের সেরা দল হয়ে সেমিফাইনালে ইংল্যান্ডের মুখোমুখি হচ্ছেন রোহিত-কোহলিরা",NON-ACCIDENTAL
কম্পিউটার প্রোগামিং স.ম.স্যা সমাধানের আন্তর্জাতিক স্বনামধন্য প্রতিযোগিতা ইন্টারন্যাশনাল কলেজিয়েট প্রোগ্রামিং কনটেস্ট বা আইসিপিসির ৪৫তম আসর এবার বাংলাদেশে অনুষ্ঠিত হচ্ছে,NON-ACCIDENTAL
পাকিস্তানের বিপক্ষে বিশ্বকাপে টিকে থাকার শেষ চেষ্টায় থাকা বাংলাদেশের ব্যাটিংয়ের সময় সৌম্য সরকারকে ম্যাচের ১২তম ওভারে ফেরান শাদাব খান। সে ওভারের পরের বলে সাকিব আল হাসানের বল প্যাডে লাগলে এলবিডব্লিউয়ের আবেদন করেন পাকিস্তানি এই অলরাউন্ডার,NON-ACCIDENTAL
"সুস্থ রাজনীতিতে সরকারের আপত্তি নেই জানিয়ে প্রধানমন্ত্রী শেখ হাসিনা বলেছেন, সাধারণ মানুষের ওপর কেউ চড়াও হলে তা সহ্য করা হবে না",NON-ACCIDENTAL
অনুষ্ঠানের শুরুতেই আওয়ামী লীগ নির্মিত প্রামাণ্যচিত্রটি দেখেন দলের সভাপতি ও প্রধানমন্ত্রী শেখ হাসিনা। পরে এসব ঘটনায় নি.হ.ত.দের পরিবার ও আহতদের সঙ্গে কথা বলেন বঙ্গবন্ধুকন্যা,NON-ACCIDENTAL
